id,time,hash
\Adele - Rolling in the Deep,0.11609977324263039,13109707440.0
\Adele - Rolling in the Deep,0.13931972789115646,14809805540.0
\Adele - Rolling in the Deep,0.16253968253968254,14909804240.0
\Adele - Rolling in the Deep,0.18575963718820862,12208304140.0
\Adele - Rolling in the Deep,0.2089795918367347,13011506640.0
\Adele - Rolling in the Deep,0.23219954648526078,15009704240.0
\Adele - Rolling in the Deep,0.25541950113378686,14809604340.0
\Adele - Rolling in the Deep,0.2786394557823129,12108305440.0
\Adele - Rolling in the Deep,0.301859410430839,12808304240.0
\Adele - Rolling in the Deep,0.3250793650793651,12709604340.0
\Adele - Rolling in the Deep,0.3482993197278912,12108304340.0
\Adele - Rolling in the Deep,0.37151927437641724,13609304240.0
\Adele - Rolling in the Deep,0.3947392290249433,12809604140.0
\Adele - Rolling in the Deep,0.4179591836734694,13409404840.0
\Adele - Rolling in the Deep,0.44117913832199546,14511804340.0
\Adele - Rolling in the Deep,0.46439909297052157,17510804240.0
\Adele - Rolling in the Deep,0.4876190476190476,15009606440.0
\Adele - Rolling in the Deep,0.5108390022675737,14809907540.0
\Adele - Rolling in the Deep,0.5340589569160998,14411804840.0
\Adele - Rolling in the Deep,0.5572789115646258,12111906140.0
\Adele - Rolling in the Deep,0.5804988662131519,15008304240.0
\Adele - Rolling in the Deep,0.603718820861678,12908604340.0
\Adele - Rolling in the Deep,0.626938775510204,14009804340.0
\Adele - Rolling in the Deep,0.6501587301587302,15711304840.0
\Adele - Rolling in the Deep,0.6733786848072563,13508104340.0
\Adele - Rolling in the Deep,0.6965986394557824,12509804740.0
\Adele - Rolling in the Deep,0.7198185941043084,12608304440.0
\Adele - Rolling in the Deep,0.7430385487528345,17710604240.0
\Adele - Rolling in the Deep,0.7662585034013606,14610204740.0
\Adele - Rolling in the Deep,0.7894784580498866,13010204240.0
\Adele - Rolling in the Deep,0.8126984126984127,14612004140.0
\Adele - Rolling in the Deep,0.8359183673469388,12212006140.0
\Adele - Rolling in the Deep,0.8591383219954649,12408104240.0
\Adele - Rolling in the Deep,0.8823582766439909,12408804240.0
\Adele - Rolling in the Deep,0.905578231292517,12108804240.0
\Adele - Rolling in the Deep,0.9287981859410431,12808204240.0
\Adele - Rolling in the Deep,0.9520181405895691,12608304140.0
\Adele - Rolling in the Deep,0.9752380952380952,15711504340.0
\Adele - Rolling in the Deep,0.9984580498866213,12508205240.0
\Adele - Rolling in the Deep,1.0216780045351475,12809204240.0
\Adele - Rolling in the Deep,1.0448979591836736,12108204240.0
\Adele - Rolling in the Deep,1.0681179138321997,14710304340.0
\Adele - Rolling in the Deep,1.0913378684807256,14709804740.0
\Adele - Rolling in the Deep,1.1145578231292517,17811704140.0
\Adele - Rolling in the Deep,1.1377777777777778,12212004340.0
\Adele - Rolling in the Deep,1.1609977324263039,12108104240.0
\Adele - Rolling in the Deep,1.18421768707483,12109304140.0
\Adele - Rolling in the Deep,1.207437641723356,12108104340.0
\Adele - Rolling in the Deep,1.2306575963718822,12308404540.0
\Adele - Rolling in the Deep,1.253877551020408,12208204140.0
\Adele - Rolling in the Deep,1.2770975056689342,15308304340.0
\Adele - Rolling in the Deep,1.3003174603174603,16709704840.0
\Adele - Rolling in the Deep,1.3235374149659864,15408104340.0
\Adele - Rolling in the Deep,1.3467573696145125,14709606040.0
\Adele - Rolling in the Deep,1.3699773242630386,17209904440.0
\Adele - Rolling in the Deep,1.3931972789115648,17809604140.0
\Adele - Rolling in the Deep,1.4164172335600906,15011905440.0
\Adele - Rolling in the Deep,1.4396371882086167,12108204840.0
\Adele - Rolling in the Deep,1.4628571428571429,12308104140.0
\Adele - Rolling in the Deep,1.486077097505669,12408604440.0
\Adele - Rolling in the Deep,1.509297052154195,12310404940.0
\Adele - Rolling in the Deep,1.5325170068027212,12708504240.0
\Adele - Rolling in the Deep,1.5557369614512473,12408504640.0
\Adele - Rolling in the Deep,1.5789569160997732,13108304340.0
\Adele - Rolling in the Deep,1.6021768707482993,12609604240.0
\Adele - Rolling in the Deep,1.6253968253968254,12511305540.0
\Adele - Rolling in the Deep,1.6486167800453515,14610304340.0
\Adele - Rolling in the Deep,1.6718367346938776,15310604340.0
\Adele - Rolling in the Deep,1.6950566893424037,12811606040.0
\Adele - Rolling in the Deep,1.7182766439909298,12108206040.0
\Adele - Rolling in the Deep,1.7414965986394557,12708104340.0
\Adele - Rolling in the Deep,1.7647165532879818,14508204140.0
\Adele - Rolling in the Deep,1.787936507936508,12208104140.0
\Adele - Rolling in the Deep,1.811156462585034,12908204340.0
\Adele - Rolling in the Deep,1.8343764172335602,13008204140.0
\Adele - Rolling in the Deep,1.8575963718820863,15408104140.0
\Adele - Rolling in the Deep,1.8808163265306124,15411304340.0
\Adele - Rolling in the Deep,1.9040362811791383,13809006040.0
\Adele - Rolling in the Deep,1.9272562358276644,14608105340.0
\Adele - Rolling in the Deep,1.9504761904761905,15109806040.0
\Adele - Rolling in the Deep,1.9736961451247166,13011705440.0
\Adele - Rolling in the Deep,1.9969160997732427,12508204240.0
\Adele - Rolling in the Deep,2.020136054421769,13608204240.0
\Adele - Rolling in the Deep,2.043356009070295,12108104140.0
\Adele - Rolling in the Deep,2.066575963718821,15508804140.0
\Adele - Rolling in the Deep,2.089795918367347,12108204240.0
\Adele - Rolling in the Deep,2.1130158730158732,12808204240.0
\Adele - Rolling in the Deep,2.1362358276643993,12109104440.0
\Adele - Rolling in the Deep,2.159455782312925,12308605440.0
\Adele - Rolling in the Deep,2.182675736961451,17008504140.0
\Adele - Rolling in the Deep,2.2058956916099772,16910304340.0
\Adele - Rolling in the Deep,2.2291156462585033,15409605340.0
\Adele - Rolling in the Deep,2.2523356009070294,15009605640.0
\Adele - Rolling in the Deep,2.2755555555555556,17110505240.0
\Adele - Rolling in the Deep,2.2987755102040817,14308306140.0
\Adele - Rolling in the Deep,2.3219954648526078,12608106040.0
\Adele - Rolling in the Deep,2.345215419501134,12808204140.0
\Adele - Rolling in the Deep,2.36843537414966,12308204240.0
\Adele - Rolling in the Deep,2.391655328798186,12508104140.0
\Adele - Rolling in the Deep,2.414875283446712,12808204240.0
\Adele - Rolling in the Deep,2.4380952380952383,12308405740.0
\Adele - Rolling in the Deep,2.4613151927437644,16808404240.0
\Adele - Rolling in the Deep,2.48453514739229,13108206040.0
\Adele - Rolling in the Deep,2.507755102040816,14609605340.0
\Adele - Rolling in the Deep,2.5309750566893423,15008104340.0
\Adele - Rolling in the Deep,2.5541950113378684,14611606140.0
\Adele - Rolling in the Deep,2.5774149659863945,17908105040.0
\Adele - Rolling in the Deep,2.6006349206349206,17108204240.0
\Adele - Rolling in the Deep,2.6238548752834467,17511004340.0
\Adele - Rolling in the Deep,2.647074829931973,17708104140.0
\Adele - Rolling in the Deep,2.670294784580499,13108104240.0
\Adele - Rolling in the Deep,2.693514739229025,12508204240.0
\Adele - Rolling in the Deep,2.716734693877551,12408504240.0
\Adele - Rolling in the Deep,2.7399546485260773,13308505440.0
\Adele - Rolling in the Deep,2.7631746031746034,15808304140.0
\Adele - Rolling in the Deep,2.7863945578231295,15410605840.0
\Adele - Rolling in the Deep,2.809614512471655,14709704840.0
\Adele - Rolling in the Deep,2.8328344671201813,15010004740.0
\Adele - Rolling in the Deep,2.8560544217687074,12909905640.0
\Adele - Rolling in the Deep,2.8792743764172335,12408104340.0
\Adele - Rolling in the Deep,2.9024943310657596,12608304440.0
\Adele - Rolling in the Deep,2.9257142857142857,13108304240.0
\Adele - Rolling in the Deep,2.948934240362812,13310004740.0
\Adele - Rolling in the Deep,2.972154195011338,13608404240.0
\Adele - Rolling in the Deep,2.995374149659864,14208304340.0
\Adele - Rolling in the Deep,3.01859410430839,12908204240.0
\Adele - Rolling in the Deep,3.0418140589569163,12508104340.0
\Adele - Rolling in the Deep,3.0650340136054424,14609606140.0
\Adele - Rolling in the Deep,3.0882539682539685,17610004140.0
\Adele - Rolling in the Deep,3.1114739229024946,13009605940.0
\Adele - Rolling in the Deep,3.1346938775510207,18010104240.0
\Adele - Rolling in the Deep,3.1579138321995464,17808104140.0
\Adele - Rolling in the Deep,3.1811337868480725,12108204440.0
\Adele - Rolling in the Deep,3.2043537414965986,12108205240.0
\Adele - Rolling in the Deep,3.2275736961451247,12111105140.0
\Adele - Rolling in the Deep,3.250793650793651,12211104340.0
\Adele - Rolling in the Deep,3.274013605442177,13308104640.0
\Adele - Rolling in the Deep,3.297233560090703,12108104140.0
\Adele - Rolling in the Deep,3.320453514739229,12108404240.0
\Adele - Rolling in the Deep,3.3436734693877552,17611904240.0
\Adele - Rolling in the Deep,3.3668934240362813,14609605340.0
\Adele - Rolling in the Deep,3.3901133786848074,13109605240.0
\Adele - Rolling in the Deep,3.4133333333333336,16208104340.0
\Adele - Rolling in the Deep,3.4365532879818597,12610104140.0
\Adele - Rolling in the Deep,3.4597732426303858,12108304140.0
\Adele - Rolling in the Deep,3.4829931972789114,12208304140.0
\Adele - Rolling in the Deep,3.5062131519274375,13308204440.0
\Adele - Rolling in the Deep,3.5294331065759637,12108104140.0
\Adele - Rolling in the Deep,3.5526530612244898,12708104240.0
\Adele - Rolling in the Deep,3.575873015873016,12108204240.0
\Adele - Rolling in the Deep,3.599092970521542,12709204240.0
\Adele - Rolling in the Deep,3.622312925170068,12610704240.0
\Adele - Rolling in the Deep,3.645532879818594,14609604340.0
\Adele - Rolling in the Deep,3.6687528344671203,15109605340.0
\Adele - Rolling in the Deep,3.6919727891156464,13510105540.0
\Adele - Rolling in the Deep,3.7151927437641725,17609204140.0
\Adele - Rolling in the Deep,3.7384126984126986,13008104240.0
\Adele - Rolling in the Deep,3.7616326530612247,13208104140.0
\Adele - Rolling in the Deep,3.784852607709751,12108104140.0
\Adele - Rolling in the Deep,3.8080725623582765,13308604240.0
\Adele - Rolling in the Deep,3.8312925170068026,12809704240.0
\Adele - Rolling in the Deep,3.8545124716553287,12608504140.0
\Adele - Rolling in the Deep,3.877732426303855,12108204240.0
\Adele - Rolling in the Deep,3.900952380952381,15508104240.0
\Adele - Rolling in the Deep,3.924172335600907,13609404840.0
\Adele - Rolling in the Deep,3.947392290249433,14609605440.0
\Adele - Rolling in the Deep,3.9706122448979593,14509504240.0
\Adele - Rolling in the Deep,3.9938321995464854,13410305440.0
\Adele - Rolling in the Deep,4.017052154195011,12808204140.0
\Adele - Rolling in the Deep,4.040272108843538,12208204140.0
\Adele - Rolling in the Deep,4.063492063492063,12108104140.0
\Adele - Rolling in the Deep,4.08671201814059,12410004140.0
\Adele - Rolling in the Deep,4.1099319727891155,13408104140.0
\Adele - Rolling in the Deep,4.133151927437642,12508304240.0
\Adele - Rolling in the Deep,4.156371882086168,13608304340.0
\Adele - Rolling in the Deep,4.179591836734694,14508104440.0
\Adele - Rolling in the Deep,4.20281179138322,13310704340.0
\Adele - Rolling in the Deep,4.2260317460317465,18009705440.0
\Adele - Rolling in the Deep,4.249251700680272,17709204340.0
\Adele - Rolling in the Deep,4.272471655328799,14609704340.0
\Adele - Rolling in the Deep,4.295691609977324,13009704140.0
\Adele - Rolling in the Deep,4.31891156462585,12108304340.0
\Adele - Rolling in the Deep,4.342131519274377,12208304840.0
\Adele - Rolling in the Deep,4.365351473922902,12508504140.0
\Adele - Rolling in the Deep,4.388571428571429,15608704440.0
\Adele - Rolling in the Deep,4.4117913832199545,14408504240.0
\Adele - Rolling in the Deep,4.435011337868481,13708604340.0
\Adele - Rolling in the Deep,4.458231292517007,14008604540.0
\Adele - Rolling in the Deep,4.481451247165533,13909004240.0
\Adele - Rolling in the Deep,4.504671201814059,13209205640.0
\Adele - Rolling in the Deep,4.527891156462585,15308904140.0
\Adele - Rolling in the Deep,4.551111111111111,16409504140.0
\Adele - Rolling in the Deep,4.574331065759638,13210806140.0
\Adele - Rolling in the Deep,4.597551020408163,13111206140.0
\Adele - Rolling in the Deep,4.62077097505669,13111206140.0
\Adele - Rolling in the Deep,4.6439909297052155,13111106140.0
\Adele - Rolling in the Deep,4.667210884353741,12411106140.0
\Adele - Rolling in the Deep,4.690430839002268,12409906140.0
\Adele - Rolling in the Deep,4.713650793650793,13111206140.0
\Adele - Rolling in the Deep,4.73687074829932,17209906140.0
\Adele - Rolling in the Deep,4.760090702947846,17009906140.0
\Adele - Rolling in the Deep,4.783310657596372,17911404140.0
\Adele - Rolling in the Deep,4.806530612244898,16009704340.0
\Adele - Rolling in the Deep,4.829750566893424,14609204540.0
\Adele - Rolling in the Deep,4.85297052154195,16610404440.0
\Adele - Rolling in the Deep,4.876190476190477,15910204740.0
\Adele - Rolling in the Deep,4.899410430839002,16210504940.0
\Adele - Rolling in the Deep,4.922630385487529,14910805040.0
\Adele - Rolling in the Deep,4.9458503401360545,15010905040.0
\Adele - Rolling in the Deep,4.96907029478458,16111005140.0
\Adele - Rolling in the Deep,4.992290249433107,15310205140.0
\Adele - Rolling in the Deep,5.015510204081632,13609405140.0
\Adele - Rolling in the Deep,5.038730158730159,16009804440.0
\Adele - Rolling in the Deep,5.061950113378685,16009804440.0
\Adele - Rolling in the Deep,5.085170068027211,15909704440.0
\Adele - Rolling in the Deep,5.108390022675737,15909704440.0
\Adele - Rolling in the Deep,5.131609977324263,15909704440.0
\Adele - Rolling in the Deep,5.154829931972789,15709604440.0
\Adele - Rolling in the Deep,5.178049886621316,15511104340.0
\Adele - Rolling in the Deep,5.201269841269841,17011004440.0
\Adele - Rolling in the Deep,5.224489795918368,17210804440.0
\Adele - Rolling in the Deep,5.2477097505668935,13610904440.0
\Adele - Rolling in the Deep,5.27092970521542,12111404540.0
\Adele - Rolling in the Deep,5.294149659863946,12211504640.0
\Adele - Rolling in the Deep,5.317369614512471,16711904840.0
\Adele - Rolling in the Deep,5.340589569160998,17111404940.0
\Adele - Rolling in the Deep,5.363809523809524,16611605040.0
\Adele - Rolling in the Deep,5.38702947845805,15910904240.0
\Adele - Rolling in the Deep,5.410249433106576,16810904240.0
\Adele - Rolling in the Deep,5.433469387755102,16011004240.0
\Adele - Rolling in the Deep,5.456689342403628,16111005140.0
\Adele - Rolling in the Deep,5.479909297052155,15311005140.0
\Adele - Rolling in the Deep,5.50312925170068,16211105140.0
\Adele - Rolling in the Deep,5.526349206349207,16711405340.0
\Adele - Rolling in the Deep,5.5495691609977325,16111605440.0
\Adele - Rolling in the Deep,5.572789115646259,15410905440.0
\Adele - Rolling in the Deep,5.596009070294785,16311805440.0
\Adele - Rolling in the Deep,5.61922902494331,16208105440.0
\Adele - Rolling in the Deep,5.642448979591837,16011606240.0
\Adele - Rolling in the Deep,5.6656689342403626,17611506240.0
\Adele - Rolling in the Deep,5.688888888888889,17208106340.0
\Adele - Rolling in the Deep,5.712108843537415,17811205640.0
\Adele - Rolling in the Deep,5.735328798185941,17111405740.0
\Adele - Rolling in the Deep,5.758548752834467,17911305640.0
\Adele - Rolling in the Deep,5.7817687074829935,16910706340.0
\Adele - Rolling in the Deep,5.804988662131519,16110706340.0
\Adele - Rolling in the Deep,5.828208616780046,16411006440.0
\Adele - Rolling in the Deep,5.851428571428571,15711105540.0
\Adele - Rolling in the Deep,5.874648526077098,15709206440.0
